File#,Incident_Date,UCR,Inc_Address
15-025059,11/6/2015 17:46,LARCENY OVER 200 FROM BUILDING,17 DALES AVE 223
15-025069,11/6/2015 18:12,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",178 SEAVIEW AVE rear Floor: 1
15-025073,11/6/2015 19:55,"ROBBERY, STRONG ARM, STREET",117 KENSINGTON AVE LOBBY
15-025076,11/6/2015 20:13,LARCENY 50 TO 200 OTHER,599 BRAMHALL AVE Floor: 1
15-025253,11/6/2015 21:00,VANDALISM RESIDENCE,349 MERCER STREET LOOP
15-025089,11/6/2015 22:43,"ASSAULT/AGG/HANDS, FISTS & FEET",MONTICELLO (MONTICELLO AVE) & EMORY ST
15-025096,11/7/2015 0:21,"ROBBERY, STRONG ARM, STREET",KEARNEY AVE & MARTIN LUTHER KING DR
15-025116,11/7/2015 1:00,"ASSAULT/AGG/HANDS, FISTS & FEET",Bidwell Ave and MLK Dr.
15-025112,11/7/2015 2:00,SIMPLE ASSAULT,355 GRAND ST
15-025108,11/7/2015 2:22,VANDALISM M.V.,68 PEARSALL AVE
15-025122,11/7/2015 3:00,"ASSAULT/AGG/HANDS, FISTS & FEET",KENNEDY BLVD & TONNELE AVE
15-025111,11/7/2015 3:13,ASSAULT W/KNIFE OR CUTTING INST,122 WADE ST 14
15-025109,11/7/2015 3:32,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,68 Pearsall Ave.
15-025113,11/7/2015 4:47,"BURGLARY, NON-RES, ATT FORC ENT, UNKNOWN",514 OCEAN AVE Floor: 1
15-025124,11/7/2015 5:00,LARCENY 50 TO 200 PURSE SNATCHING,363 PACIFIC AVE apt2
15-025123,11/7/2015 7:30,"BURGLARY, NON-RES, ATT FORC ENT, DAY",320 MLK (MARTIN LUTHER KING DR)
15-025126,11/7/2015 8:00,LARCENY 50 TO 200 FROM BUILDING,239 STEVENS AVE
15-025145,11/7/2015 8:30,LARCENY UNDER 50 FROM AUTOS,348 4TH ST
15-025128,11/7/2015 9:30,"BURGLARY, RESID. FORCIBLE ENT, DAY",177 BALDWIN AVE 2nd fl
15-025130,11/7/2015 11:31,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,187 CLERK ST
15-025133,11/7/2015 12:16,"BURGLARY, RESIDENT, UNLAW ENT, DAY",20 GREENVILLE AVE room 4
15-025137,11/7/2015 12:21,SIMPLE ASSAULT,LEWIS AVE & ST PAULS AVE
15-025152,11/7/2015 13:21,LARCENY OVER 200 PURSE SNATCHING,400 MARIN BLVD
15-027525,11/7/2015 15:00,LARCENY OVER 200 BIKES,GROVE ST & NEWARK AVE
15-025157,11/7/2015 15:07,LARCENY OVER 200 PURSE SNATCHING,Washingto Blvd & Pavonia Ave
15-025154,11/7/2015 15:47,LARCENY OVER 200 FROM BUILDING,27 GILES AVE
15-025158,11/7/2015 16:38,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,CENTRAL AVE & PERSHING PLZ
15-025169,11/7/2015 18:58,ASSAULT WITH A FIREARM,108 WEGMAN PKWY Floor: 2
15-025187,11/7/2015 21:45,SIMPLE ASSAULT,35 RIVER DRIVE S 2102 Floor: 21
15-025180,11/7/2015 22:13,VANDALISM M.V.,100 Stevens Ave.
15-025183,11/7/2015 23:14,"ROBBERY, STRONG ARM, STREET",34 VIRGINIA AVE
15-025188,11/8/2015 0:05,ASSAULT W/KNIFE OR CUTTING INST,26 Whitman Ave
15-025185,11/8/2015 0:09,"ASSAULT/AGG/HANDS, FISTS & FEET",277 BERGEN AVE
15-025189,11/8/2015 0:40,"ROBBERY, FIREARMS, STREET",Danforth Avenue & Old Bergen Road
15-025221,11/8/2015 5:00,"BURGLARY, RESIDENT, UNLAW ENT, NIGHT",433 Hoboken Avenue 1A
15-025196,11/8/2015 7:26,VANDALISM M.V.,156 DELAWARE AVE
15-025197,11/8/2015 8:20,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",2233 KENNEDY BLVD
15-026660,11/8/2015 9:00,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,KENNEDY BLVD & STEVENS AVE
15-025330,11/8/2015 9:30,LARCENY OVER 200 FROM AUTOS,11 SPRING ST
15-025203,11/8/2015 10:20,LARCENY UNDER 50 FROM AUTOS,WASHINGTON ST & DUDLEY ST
15-025225,11/8/2015 10:46,LARCENY OVER 200 FROM AUTOS,210 LINDEN AVE
15-025207,11/8/2015 11:10,LARCENY OVER 200 FROM AUTOS,KENNEDY BLVD & TERHUNE AVE
15-025355,11/8/2015 14:30,SIMPLE ASSAULT,346 STEGMAN PKWY
15-025215,11/8/2015 14:48,SIMPLE ASSAULT,323 PALISADE AVE
15-025218,11/8/2015 15:00,LARCENY OVER 200 FROM AUTOS,TIDEWATER ST & REGENT ST
15-025226,11/8/2015 17:22,SIMPLE ASSAULT,54 MCADOO AVE
15-025228,11/8/2015 17:37,WEAPONS OFFENSE FIREARM,STEGMAN & WESTSIDE AVENUE
15-025244,11/8/2015 22:29,LARCENY OVER 200 PURSE SNATCHING,CONGRESS ST & PATERSON PLANK RD
15-025331,11/9/2015 5:00,LARCENY 50 TO 200 BIKES,760 WEST SIDE AVE
15-025255,11/9/2015 6:30,VANDALISM M.V.,397 CATOR AVE
15-025335,11/9/2015 8:00,VANDALISM M.V.,TERRACE AVE & LEONARD ST
15-025269,11/9/2015 8:19,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,107 WEST SIDE AVE
15-025262,11/9/2015 8:51,"ARSON, OTHER MOBILE PROPERTY",125 18TH ST
15-025278,11/9/2015 9:17,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,134 GARFIELD AVE
15-025282,11/9/2015 9:30,"BURGLARY/NON-RES. UNLAWF ENT, UNKNOWN",9 BEACON AVE
15-025274,11/9/2015 9:45,VANDALISM M.V.,20 CLIFTON PL
15-025294,11/9/2015 12:15,SIMPLE ASSAULT,71 BIDWELL AVE
15-025349,11/9/2015 14:30,LARCENY OVER 200 FROM BUILDING,2572 JFK (KENNEDY BLVD)
15-025319,11/9/2015 15:00,LARCENY OVER 200 FROM AUTOS,229 STEVENS AVE
15-025318,11/9/2015 15:48,SIMPLE ASSAULT,JFK (KENNEDY BLVD) & LEMBECK AVE
15-028367,11/9/2015 16:00,"BURGLARY, RESIDENT, UNLAW ENT, DAY",132 SHERMAN AVE Floor: 3
15-025321,11/9/2015 16:07,VANDALISM M.V.,256 FOWLER AVE
15-025327,11/9/2015 16:14,VANDALISM BUSINESS,666 Newark
15-026163,11/9/2015 16:20,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,JFK (KENNEDY BLVD) & KENSINGTON AVE
15-025343,11/9/2015 17:45,"BURGLARY, RESIDENT, UNLAW ENT, DAY",827 NEWARK AVE 2f
15-025344,11/9/2015 17:45,"BURGLARY, RESID. FORCIBLE ENT, DAY",827 Newark Ave. Floor: 3
15-025339,11/9/2015 18:15,LARCENY 50 TO 200 SHOPLIFTING,30 MALL DR E
15-025342,11/9/2015 18:30,SIMPLE ASSAULT,701 route 440 (ST HWY 440)
15-025356,11/9/2015 18:30,SIMPLE ASSAULT,227 CONGRESS ST
15-025345,11/9/2015 18:57,"ROBBERY, STRONG ARM, STREET",118 OLD BERGEN RD
15-025348,11/9/2015 19:40,SIMPLE ASSAULT,4TH ST & JERSEY AVE
15-025371,11/9/2015 19:45,VANDALISM BUSINESS,402 GRAND ST
15-025354,11/9/2015 21:05,VANDALISM M.V.,400 MARIN BLVD
15-025358,11/9/2015 23:15,LARCENY 50 TO 200 OTHER,666 Bergen Ave
15-025363,11/10/2015 6:02,LARCENY OVER 200 FROM AUTOS,136 WEST SIDE AVE
15-025369,11/10/2015 8:00,LARCENY OVER 200 FROM AUTOS,184 LEXINGTON AVE
15-025383,11/10/2015 9:20,SIMPLE ASSAULT,35 COLGATE ST
15-025373,11/10/2015 9:45,SIMPLE ASSAULT,Wilkenson Ave (WILKINSON AVE) & OCEAN AVE
15-025378,11/10/2015 10:33,VANDALISM M.V.,MONTICELLO (MONTICELLO AVE) & FAIRMOUNT AVE
15-025385,11/10/2015 10:42,LARCENY OVER 200 FROM AUTOS,701 ST HWY 440
15-025388,11/10/2015 11:45,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,100 14TH ST
15-025402,11/10/2015 12:23,VANDALISM PUBLIC BLDG/LAND,200 CENTRAL AVE
15-025472,11/10/2015 13:22,LARCENY OVER 200 BIKES,201 MONTGOMERY ST
15-025474,11/10/2015 18:22,LARCENY OVER 200 SHOPLIFTING,30 MALL DR E
15-025498,11/10/2015 19:30,LARCENY OVER 200 FROM AUTOS,330 Virginia Ave Floor: 2
15-025443,11/10/2015 22:00,LARCENY OVER 200 OTHER,128 COLES ST Floor: 1
15-025448,11/11/2015 1:11,"BURGLARY, NON-RES FORCIBL ENT, NIGHT",611 WASHINGTON BLVD
15-025454,11/11/2015 2:49,"BURGLARY, NON-RES FORCIBL ENT, NIGHT",422 BALDWIN AVE
15-025476,11/11/2015 4:19,LARCENY OVER 200 BIKES,187 WARREN ST 2
15-025461,11/11/2015 7:34,VANDALISM M.V.,51 DUNCAN AVE
15-025463,11/11/2015 8:00,LARCENY OVER 200 FROM AUTOS,11 ALBERT PL
15-025467,11/11/2015 9:17,VANDALISM M.V.,192 CLINTON AVE Floor: 1
15-025473,11/11/2015 10:28,VANDALISM M.V.,447 Westside Ave
15-025471,11/11/2015 10:30,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",346 ARMSTRONG AVE
15-025477,11/11/2015 11:00,"BURGLARY, NON-RES, ATT FORC ENT, UNKNOWN",265 Central Ave
15-025491,11/11/2015 13:00,"ROBBERY, KNIFE, STREET",76 ROMAINE AVE 1b
15-025496,11/11/2015 13:30,VANDALISM M.V.,690 BERGEN AVE
15-025493,11/11/2015 13:34,"BURGLARY, RESIDENT, UNLAW ENT, DAY",242 CAMBRIDGE AVE BASE
15-025503,11/11/2015 15:00,LARCENY OVER 200 SHOPLIFTING,400 MARIN BLVD
15-025507,11/11/2015 15:55,LARCENY OVER 200 FROM AUTOS,438 ST PAULS AVE
15-025522,11/11/2015 16:30,"BURGLARY, RESID. ATT FORC ENT, DAY",202 OCEAN AVE 7
15-025517,11/11/2015 18:10,ASSAULT WITH A FIREARM,11 VROOM ST
15-025518,11/11/2015 18:33,SIMPLE ASSAULT,296 Danforth Ave.
15-025521,11/11/2015 19:07,ASSAULT WITH A FIREARM,498 OCEAN AVE
15-025527,11/11/2015 19:51,LARCENY UNDER 50 SHOPLIFTING,180 12TH ST
15-025532,11/11/2015 22:09,VANDALISM M.V.,701 Rte 440 (ST HWY 440)
15-025534,11/11/2015 22:32,VANDALISM RESIDENCE,590 BERGEN AVE BSMT
15-025539,11/12/2015 0:44,"ASSAULT/AGG/HANDS, FISTS & FEET",GARFIELD AVE & STEGMAN ST
15-025542,11/12/2015 1:21,"BURGLARY, NON-RES FORCIBL ENT, DAY",942 WEST SIDE AVE
15-025541,11/12/2015 1:26,VANDALISM M.V.,246 SEAVIEW AVE
15-025545,11/12/2015 2:49,"BURGLARY, NON-RES FORCIBL ENT, DAY",755 MONTGOMERY ST
15-025567,11/12/2015 3:00,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,77 HUDSON ST
15-025592,11/12/2015 3:00,"BURGLARY, RESIDENT, UNLAW ENT, DAY",169 HALLADAY ST Floor: 2
15-025563,11/12/2015 3:07,LARCENY OVER 200 FROM AUTOS,77 HUDSON ST
15-025553,11/12/2015 7:25,SIMPLE ASSAULT,121 PROSPECT ST
15-025559,11/12/2015 7:30,VANDALISM M.V.,80 HAGUE ST
15-025557,11/12/2015 8:17,LARCENY OVER 200 OTHER,418 SUMMIT AVE
15-025555,11/12/2015 8:24,VANDALISM M.V.,STEVENS AVE & FOWLER AVE
15-025556,11/12/2015 8:30,VANDALISM M.V.,14 ROMAR AVE
15-025569,11/12/2015 10:25,SIMPLE ASSAULT,151 ARLINGTON AVE Floor: 1
15-025692,11/12/2015 11:00,LARCENY OVER 200 FROM BUILDING,276 Tonnele Ave
15-025579,11/12/2015 12:43,"ROBBERY, FIREARMS, STREET",ST HWY 440 & CLARKE AVE
15-025594,11/12/2015 14:00,"BURGLARY, RESIDENT, UNLAW ENT, DAY",125 COLUMBIA AVE
15-025585,11/12/2015 15:00,"ASSAULT/AGG/HANDS, FISTS & FEET",122 Wade St 16
15-025591,11/12/2015 15:00,SIMPLE ASSAULT,88 GATES AVE
15-025680,11/12/2015 15:00,"ASSAULT/AGG/HANDS, FISTS & FEET",Oak St. & MLK.Dr.
15-025656,11/12/2015 15:30,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,KENNEDY BLVD & HAGUE ST
15-025601,11/12/2015 16:44,LARCENY OVER 200 FROM BUILDING,185 OGDEN AVE Floor: 1
15-025614,11/12/2015 17:30,VANDALISM RESIDENCE,394 CATOR AVE Floor: 1
15-025624,11/12/2015 20:10,MURDER FIREARM,93 WINFIELD AVE
15-025630,11/12/2015 20:53,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",135 MONTGOMERY ST 21J
15-025631,11/12/2015 21:30,LARCENY UNDER 50 FROM AUTOS,AUDUBON AVE & WEST SIDE AVE
15-025632,11/12/2015 21:30,LARCENY OVER 200 FROM AUTOS,AUDUBON AVE & WEST SIDE AVE
15-025633,11/12/2015 21:30,LARCENY 50 TO 200 FROM AUTOS,AUDUBON AVE & WEST SIDE AVE
15-025634,11/12/2015 23:36,"ASSAULT/AGG/HANDS, FISTS & FEET",337 CENTRAL AVE
15-025640,11/13/2015 0:45,SIMPLE ASSAULT,411 PACIFIC AVE
15-025641,11/13/2015 2:57,"ROBBERY, STRONG ARM, STREET",8th Street & Monmouth Street
15-025645,11/13/2015 5:15,"BURGLARY/NON-RES. UNLAWF ENT, UNKNOWN",2982 KENNEDY BLVD
15-025647,11/13/2015 6:28,LARCENY UNDER 50 FROM AUTOS,3 Marcus Street
15-026189,11/13/2015 7:00,LARCENY OVER 200 FROM BUILDING,30 MALL DR W
15-025646,11/13/2015 7:06,"BURGLARY, NON-RES, ATT FORC ENT, UNKNOWN",666 BERGEN AVE
15-025665,11/13/2015 7:30,LARCENY OVER 200 FROM BUILDING,215 14th STREET
15-025674,11/13/2015 8:00,VANDALISM RESIDENCE,405 Pacific Ave
15-025654,11/13/2015 8:55,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,20 ERIE ST
15-025765,11/13/2015 9:00,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",299 FORREST ST
15-025706,11/13/2015 10:00,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",349 MERCER LOOP
15-025675,11/13/2015 12:12,SIMPLE ASSAULT,300 Constitution Ave
15-025695,11/13/2015 14:00,"BURGLARY/NON-RES. UNLAWF ENT, UNKNOWN",115 CHRISTOPHER COLUMBUS DR
15-025705,11/13/2015 15:30,"BURGLARY, RESIDENT, UNLAW ENT, DAY",69 WALLIS AVE 8
15-025690,11/13/2015 16:30,LARCENY OVER 200 FROM AUTOS,440 (ST HWY 440) & CULVER AVE
15-025694,11/13/2015 16:30,SIMPLE ASSAULT,136 Coles St
15-025696,11/13/2015 17:30,"ASSAULT/AGG/HANDS, FISTS & FEET",Troy St. & Summit Ave.
15-025707,11/13/2015 17:30,LARCENY OVER 200 OTHER,100 14TH ST
15-025708,11/13/2015 19:35,LARCENY OVER 200 FROM AUTOS,STEGMAN ST & VAN CLEEF ST
15-025709,11/13/2015 19:39,VANDALISM RESIDENCE,182 NEPTUNE AVE Floor: 1
15-025714,11/13/2015 19:45,LARCENY UNDER 50 FROM AUTOS,UNION ST & BERGEN AVE
15-025717,11/13/2015 20:15,LARCENY OVER 200 POCKET PICKING,10 MALL DR E
15-025710,11/13/2015 20:16,SIMPLE ASSAULT,JEWETT AVE & MONTICELLO AVE
15-025760,11/13/2015 21:02,LARCENY OVER 200 OTHER,660 TONNELE AVE
15-025723,11/13/2015 21:30,"BURGLARY, RESID. ATT FORC ENT, NIGHT",145 HARRISON AVE 402 Floor: 4
15-025724,11/14/2015 0:36,ASSAULT WITH A FIREARM,WINFIELD AVE & OCEAN AVE
15-025734,11/14/2015 4:26,VANDALISM M.V.,121 GARFIELD AVE
15-025737,11/14/2015 7:15,VANDALISM BUSINESS,538 JERSEY AVE
15-025743,11/14/2015 8:02,LARCENY UNDER 50 FROM AUTOS,627 SUMMIT AVE
15-025778,11/14/2015 9:00,"BURGLARY, RESIDENT, UNLAW ENT, NIGHT",147 Wegman Parkway Floor: 1
15-025748,11/14/2015 10:30,LARCENY OVER 200 FROM AUTOS,627 SUMMIT AVE
15-025755,11/14/2015 13:12,LARCENY 50 TO 200 SHOPLIFTING,40 JOURNAL SQ
15-025759,11/14/2015 14:01,VANDALISM RESIDENCE,69 LEXINGTON AVE
15-025766,11/14/2015 16:18,LARCENY OVER 200 OTHER,1 RIVER CT 606
15-025769,11/14/2015 16:21,LARCENY 50 TO 200 SHOPLIFTING,1664 John F Kennedy blvd
15-025771,11/14/2015 16:21,SIMPLE ASSAULT,94 UNION ST
15-025777,11/14/2015 17:00,"BURGLARY, RESID. FORCIBLE ENT, DAY",520 JERSEY AVE 3 Floor: 4
15-025776,11/14/2015 17:30,"ROBBERY, KNIFE, STREET",276 PINE ST
15-025813,11/14/2015 17:30,LARCENY OVER 200 FROM BUILDING,30 MALL DR W
15-025775,11/14/2015 17:45,SIMPLE ASSAULT,124 FULTON AVE
15-025779,11/14/2015 18:39,SIMPLE ASSAULT,318 SIP AVE
15-025782,11/14/2015 19:50,LARCENY UNDER 50 BIKES,80 JOURNAL SQ
15-025791,11/14/2015 23:17,ASSAULT WITH A FIREARM,469 Ocean Ave
15-025792,11/15/2015 0:00,SIMPLE ASSAULT,HARRISON AVE & CRESCENT AVE
15-025797,11/15/2015 1:11,VANDALISM RESIDENCE,46 OAK ST 3 Floor: 2
15-025806,11/15/2015 6:37,"BURGLARY, RESID. FORCIBLE ENT, NIGHT",115 MAGNOLIA AVE 2LR
15-025953,11/15/2015 8:00,"BURGLARY, RESIDENT, UNLAW ENT, NIGHT",22 LEXINGTON AVE 3D
15-025815,11/15/2015 10:20,VANDALISM M.V.,193 STEVENS AVE
15-025824,11/15/2015 11:30,"BURGLARY, RESIDENT, UNLAW ENT, UNKNOWN",55.5 Bowers St BSMT
15-025969,11/15/2015 12:00,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,37 BOWERS ST
15-026336,11/15/2015 12:00,LARCENY OVER 200 BIKES,126 DUDLEY ST
15-025821,11/15/2015 12:45,SIMPLE ASSAULT,49 LEONARD ST 3
15-025825,11/15/2015 13:35,"ROBBERY, STRONG ARM, MISC.",299 Danforth Ave
15-025828,11/15/2015 15:04,"ROBBERY, STRONG ARM, STREET",ROOSEVELT AVE & WEST SIDE AVE
15-025830,11/15/2015 16:00,"ASSAULT/AGG/HANDS, FISTS & FEET",1 COLONY RD
15-025831,11/15/2015 16:44,ROBBERY/STRONG ARM,82 MARTIN LUTHER KING DR
15-025833,11/15/2015 18:03,SIMPLE ASSAULT,9 RUTGERS AVE
15-025837,11/15/2015 18:53,"ROBBERY, KNIFE, CONV STORE",475 WEST SIDE AVE
15-025842,11/15/2015 20:25,SIMPLE ASSAULT,210 14TH ST
15-025844,11/15/2015 20:48,"ASSAULT/AGG/HANDS, FISTS & FEET",201 WILKINSON AVE
15-025852,11/15/2015 22:32,VANDALISM M.V.,MARIN BLVD & 18TH ST
15-025861,11/15/2015 23:34,"BURGLARY, RESIDENT, UNLAW ENT, NIGHT",126 CLIFTON PL 1507
15-025864,11/16/2015 7:00,LARCENY OVER 200 FROM AUTOS,238 STEVENS AVE
15-025868,11/16/2015 7:25,"ASSAULT/AGG/HANDS, FISTS & FEET",144 VIRGINIA AVE 401
15-025880,11/16/2015 8:30,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,221 STEVENS AVE
15-027127,11/16/2015 9:00,LARCENY OVER 200 BIKES,100 PATERSON PLANK RD
15-026610,11/16/2015 11:00,"ROBBERY, STRONG ARM, STREET",EMORY ST (BERGEN AVE/MONTICELLO AVE)
15-025905,11/16/2015 12:20,"ASSAULT/AGG/HANDS, FISTS & FEET",107 BRIGHT ST
15-026054,11/16/2015 12:58,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,OAK ST & MARTIN LUTHER KING DR
15-025962,11/16/2015 13:45,SIMPLE ASSAULT,182 MERSELES ST
15-025919,11/16/2015 15:51,ASSAULT W/KNIFE OR CUTTING INST,360 Martin Luther King Jr Dr
15-025972,11/16/2015 16:00,"ASSAULT/AGG/HANDS, FISTS & FEET",21 LEXINGTON AVENUE JCNJ  07304
15-025931,11/16/2015 17:15,"ASSAULT/AGG/HANDS, FISTS & FEET",395 MLK (MARTIN LUTHER KING DR)
15-025936,11/16/2015 17:30,VANDALISM M.V.,330 Mercer Loop (Mercer Street)
15-025959,11/16/2015 17:40,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,90 HUDSON ST
15-025937,11/16/2015 19:30,VANDALISM M.V.,2039 KENNEDY BLVD
15-025958,11/16/2015 20:30,SIMPLE ASSAULT,FULTON AVE & GARFIELD AVE
15-025939,11/16/2015 20:45,LARCENY OVER 200 FROM BUILDING,1870 KENNEDY BLVD
15-025941,11/16/2015 20:50,ROBBERY/OTHER WEAP/CONV STORE,110 NEWARK AVE
15-025946,11/17/2015 0:13,MURDER FIREARM,106 ORIENT AVE
15-025949,11/17/2015 5:33,SIMPLE ASSAULT,981 WEST SIDE AVE
15-025952,11/17/2015 8:00,SIMPLE ASSAULT,360 MLK (MARTIN LUTHER KING DR)
15-025954,11/17/2015 8:18,VANDALISM M.V.,460 OCEAN AVE
15-025970,11/17/2015 12:09,VANDALISM BUSINESS,1568 KENNEDY BLVD
15-025975,11/17/2015 13:28,SIMPLE ASSAULT,191 UNION ST Floor: 1
15-026046,11/17/2015 13:30,"BURGLARY, RESID. ATT FORC ENT, DAY",41 GRANT AVE Floor: 1l
15-025978,11/17/2015 15:34,LARCENY OVER 200 FROM BUILDING,261 MONMOUTH ST
15-025987,11/17/2015 16:30,"BURGLARY, RESID. ATT FORC ENT, DAY",237 HANCOCK AVE
15-025991,11/17/2015 16:30,LARCENY OVER 200 FROM BUILDING,125 18TH ST
15-025997,11/17/2015 16:40,VANDALISM RESIDENCE,630 PALISADE AVE
15-025988,11/17/2015 16:51,VANDALISM M.V.,VIRGINIA AVE & MARTIN LUTHER KING DR
15-025998,11/17/2015 18:02,"BURGLARY, RESID. ATT FORC ENT, UNKNOWN",60 HANCOCK AVE Floor: 1
15-026012,11/17/2015 18:44,SIMPLE ASSAULT,186 SOUTH ST 5
15-026015,11/17/2015 20:38,LARCENY UNDER 50 POCKET PICKING,611 WASHINGTON BLVD
15-026053,11/17/2015 22:00,"ROBBERY, STRONG ARM, STREET",201 Ege Ave
15-026020,11/17/2015 22:10,LARCENY 50 TO 200 SHOPLIFTING,351 DANFORTH AVE
15-026026,11/17/2015 23:20,"ROBBERY, FIREARMS, STREET",OCEAN AVE & UNION ST
15-026032,11/18/2015 4:33,"BURGLARY, NON-RES, ATT FORC ENT, DAY",357 RANDOLPH AVE
15-026031,11/18/2015 5:00,"BURGLARY, NON-RES FORCIBL ENT, DAY",360 OCEAN AVE
15-026033,11/18/2015 6:30,"BURGLARY, NON-RES, ATT FORC ENT, UNKNOWN",189 MLK Dr.
15-026059,11/18/2015 7:30,VANDALISM M.V.,289 GRANT AVE
15-026035,11/18/2015 7:41,"BURGLARY, NON-RES, ATT FORC ENT, UNKNOWN",477 OCEAN AVE
15-026040,11/18/2015 9:05,SIMPLE ASSAULT,225 MLK Dr. Floor: 3
15-026041,11/18/2015 9:33,LARCENY UNDER 50 FROM BUILDING,367 WOODLAWN AVE
15-026044,11/18/2015 10:34,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",10 LIBERTY AVE
15-026045,11/18/2015 10:37,VANDALISM RESIDENCE,52 VAN NOSTRAND AVE Floor: 1
15-026050,11/18/2015 11:49,VANDALISM RESIDENCE,239 TERRACE AVE
15-026089,11/18/2015 14:00,"BURGLARY, RESID. FORCIBLE ENT, DAY",42 BOWERS ST 1A
15-026063,11/18/2015 15:07,LARCENY OVER 200 FROM BUILDING,220 VIRGINIA AVE
15-026070,11/18/2015 16:11,LARCENY OVER 200 SHOPLIFTING,125-5 18th Street
15-026088,11/18/2015 18:15,LARCENY OVER 200 AUTO PARTS AND ACCESSORIES,73 WARNER AVE
15-026091,11/18/2015 21:11,SIMPLE ASSAULT,49 WARNER AVE 1
15-026098,11/18/2015 21:43,"BURGLARY, RESID. FORCIBLE ENT, UNKNOWN",234 LEXINGTON AVE Floor: 1
15-026118,11/18/2015 23:42,LARCENY UNDER 50 FROM AUTOS,921 MONTGOMERY ST
15-026102,11/19/2015 1:00,LARCENY OVER 200 FROM AUTOS,576 WEST SIDE AVE
15-026104,11/19/2015 2:07,VANDALISM M.V.,234 BOYD AVE
15-026105,11/19/2015 3:13,"BURGLARY, RESID. ATT FORC ENT, NIGHT",3685 KENNEDY BLVD 2 Floor: 1
15-026107,11/19/2015 3:30,LARCENY 50 TO 200 FROM AUTOS,194 CLENDENNY AVE
15-026119,11/19/2015 9:30,LARCENY OVER 200 FROM AUTOS,330 Central Ave
15-026123,11/19/2015 9:30,"BURGLARY, NON-RES FORCIBL ENT, NIGHT",5 Martin Luther King Dr
15-026142,11/19/2015 11:21,SIMPLE ASSAULT,2125 Kennedy Blvd
16-000379,11/19/2015 12:00,LARCENY OVER 200 FROM AUTOS,2 EXCHANGE PL
15-026134,11/19/2015 12:04,LARCENY OVER 200 FROM BUILDING,96 SUSSEX ST
15-026140,11/19/2015 12:05,SIMPLE ASSAULT,26 GATES AVE
15-026145,11/19/2015 12:17,LARCENY UNDER 50 FROM AUTOS,124 VROOM ST
15-026156,11/19/2015 15:55,LARCENY UNDER 50 AUTO PARTS AND ACCESSORIES,KENNEDY BLVD & SEAVIEW AVE
15-026160,11/19/2015 16:06,SIMPLE ASSAULT,436 WEST SIDE AVE Floor: 3
15-026166,11/19/2015 17:08,SIMPLE ASSAULT,6 Wegman Ct. Floor: 1
15-026172,11/19/2015 17:19,SIMPLE ASSAULT,256 WINFIELD AVE Floor: 1
15-026190,11/19/2015 18:13,ASSAULT WITH A FIREARM,10 GRANT AVE
15-026185,11/19/2015 19:48,ASSAULT WITH A FIREARM,NEPTUNE AVE & OCEAN AVE
15-026187,11/19/2015 20:18,SIMPLE ASSAULT,220 VIRGINIA AVE
15-026338,11/19/2015 23:00,WEAPONS OFFENSE FIREARM,
15-026296,11/20/2015 1:55,LARCENY UNDER 50 FROM AUTOS,2640 KENNEDY BLVD
15-026217,11/20/2015 6:30,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",418 SUMMIT (SUMMIT AVE)
15-026224,11/20/2015 9:11,LARCENY OVER 200 FROM BUILDING,120 NEWARK AVE
15-026350,11/20/2015 10:00,LARCENY OVER 200 FROM AUTOS,365 CLAREMONT AVE
15-026246,11/20/2015 12:35,"BURGLARY, NON-RES FORCIBL ENT, UNKNOWN",69 MALLORY AVE
15-026257,11/20/2015 14:00,"BURGLARY, NON-RES FORCIBL ENT, DAY",136 GRANT AVE 4A
15-026258,11/20/2015 14:28,VANDALISM M.V.,2 PALISADE AVE
15-026264,11/20/2015 16:32,LARCENY 50 TO 200 FROM BUILDING,755 WEST SIDE AVE
15-026223,11/20/2015 16:45,LARCENY OVER 200 PURSE SNATCHING,GRIFFITH ST & CENTRAL AVE
15-026311,11/20/2015 17:00,VANDALISM M.V.,189 STEVENS AVE
15-026273,11/20/2015 17:30,VANDALISM OTHER,39 OXFORD AVE 2 Floor: 2
